CustomerID,Cluster,AnnualIncome,AnnualSpending,PurchaseFrequency,AvgOrderValue
CUST00745,2,206461,51387,29,1736
CUST00746,2,147141,38565,15,2410
CUST00747,1,89933,33886,10,3210
CUST00748,2,107800,29441,29,981
CUST00749,1,91229,30542,18,1581
CUST00750,1,80424,35959,5,5993
CUST00751,0,62482,3236,16,185
CUST00752,3,94341,20288,8,2194
CUST00753,0,26652,10432,8,1115
CUST00754,3,101516,22937,7,2701
CUST00755,0,75209,20287,16,1182
CUST00756,0,108282,18573,15,1166
CUST00757,0,82580,9622,17,526
CUST00758,3,115859,16697,4,3455
CUST00759,3,150455,14464,4,3206
CUST00760,0,104329,12000,13,850
CUST00761,0,56332,8365,15,520
CUST00762,0,55512,16535,11,1374
CUST00763,0,51400,11498,17,629
CUST00764,3,128451,19329,8,2240
CUST00765,1,98460,39961,15,2495
CUST00766,3,54045,15547,15,984
CUST00767,1,88101,35423,13,2522
CUST00768,3,150521,18266,7,2417
CUST00769,2,195120,50639,21,2253
CUST00770,3,136788,10866,12,844
CUST00771,0,54220,6109,15,373
CUST00772,3,106573,22402,12,1689
CUST00773,2,136808,53178,25,2066
CUST00774,1,82155,26740,14,1811
CUST00775,0,82452,9808,12,774
CUST00776,1,42340,24035,17,1300
CUST00777,3,86621,25174,14,1650
CUST00778,3,83077,11669,6,1556
CUST00779,0,54798,12574,20,606
CUST00780,1,63593,32729,16,1968
CUST00781,1,63436,33140,14,2217
CUST00782,0,26744,13377,15,818
CUST00783,0,31946,8006,8,890
CUST00784,3,126982,27785,16,1613
CUST00785,0,51483,4049,12,305
CUST00786,0,98859,20354,16,1190
CUST00787,3,72949,18819,11,1532
CUST00788,3,84525,17636,17,995
CUST00789,0,40769,5251,10,486
CUST00790,3,107988,20196,7,2424
CUST00791,1,64731,29744,10,2679
CUST00792,3,114101,19360,5,3320
CUST00793,0,45629,11341,10,1043
CUST00794,1,70897,23638,9,2428
CUST00795,3,164545,14525,7,1759
CUST00796,3,99201,8000,4,1570
CUST00797,1,112260,32254,14,2177
CUST00798,3,106617,16749,13,1187
CUST00799,3,155463,11408,6,1746
CUST00800,1,78705,27989,12,2091
CUST00801,1,71347,36871,12,2924
CUST00802,0,58879,9560,14,639
CUST00803,0,40232,6477,14,425
CUST00804,3,90709,12673,7,1640
CUST00805,0,42007,7716,23,327
CUST00806,3,97689,19931,17,1092
CUST00807,0,26038,8477,13,585
CUST00808,1,58630,25350,18,1322
CUST00809,2,164774,30151,19,1518
CUST00810,3,92299,27234,16,1633
CUST00811,3,125557,18108,4,3762
CUST00812,3,110387,22981,9,2273
CUST00813,3,108554,19300,6,2586
CUST00814,1,71380,38370,15,2436
CUST00815,0,49760,6801,12,541
CUST00816,0,46421,11355,10,1002
CUST00817,0,32581,7605,12,564
CUST00818,3,118878,12676,11,1076
CUST00819,0,40916,10762,13,757
CUST00820,0,54608,6087,18,321
CUST00821,0,92737,14623,13,1075
CUST00822,1,67547,25375,17,1389
CUST00823,0,45083,5998,12,477
CUST00824,1,106269,40175,7,4825
CUST00825,1,90561,29393,5,4899
CUST00826,3,108297,20656,10,1910
CUST00827,1,45987,33836,5,5639
CUST00828,3,146453,19169,8,2029
CUST00829,1,78722,30193,9,2913
CUST00830,0,54868,11925,16,682
CUST00831,0,43713,13799,18,725
CUST00832,0,65307,12000,13,858
CUST00833,0,79606,9189,20,434
CUST00834,2,170445,42097,20,2003
CUST00835,0,52695,3835,18,203
CUST00836,2,180955,45104,23,1907
CUST00837,3,102100,16123,12,1202
CUST00838,3,137052,20964,11,1726
CUST00839,1,88685,26720,7,3483
CUST00840,3,104901,15550,11,1285
CUST00841,1,56527,27852,11,2409
CUST00842,0,49211,9621,18,494
CUST00843,1,45815,31808,10,3009
CUST00844,0,57778,13736,13,1011
CUST00845,2,207282,54246,21,2439
CUST00846,0,72212,14748,18,762
CUST00847,0,37009,8666,24,346
CUST00848,0,39133,10997,21,494
CUST00849,3,110550,19783,8,2225
CUST00850,1,104411,27795,15,1787
CUST00851,0,83512,20999,17,1148
CUST00852,1,84035,28787,13,2114
CUST00853,3,124903,14354,13,1026
CUST00854,0,64875,6540,23,271
CUST00855,1,45109,22563,9,2350
CUST00856,1,95929,24901,14,1676
CUST00857,0,56516,18843,12,1458
CUST00858,3,54667,21800,10,2045
CUST00859,1,99119,27397,8,3219
CUST00860,3,111748,13999,9,1470
CUST00861,3,99690,21020,10,1879
CUST00862,0,51376,11533,14,783
CUST00863,3,126670,22175,14,1458
CUST00864,0,33862,8447,22,364
CUST00865,3,114937,8730,6,1258
CUST00866,3,111789,22558,14,1480
CUST00867,1,110851,32818,7,4017
CUST00868,3,113553,29931,12,2314
CUST00869,3,156275,19151,10,1805
CUST00870,2,116318,49369,21,2218
CUST00871,2,199964,50690,29,1704
CUST00872,1,84505,29769,13,2107
CUST00873,2,120049,41975,25,1643
CUST00874,2,157633,47607,20,2282
CUST00875,1,49099,26508,16,1535
CUST00876,0,69034,7209,17,392
CUST00877,0,59121,5815,8,614
CUST00878,0,30754,6315,14,435
CUST00879,3,107935,27203,9,2701
CUST00880,0,64627,8125,10,735
CUST00881,1,93876,40323,16,2346
CUST00882,1,60757,22864,11,1977
CUST00883,0,58932,5529,22,237
CUST00884,3,116207,18008,11,1535
CUST00885,0,74345,16358,17,889
CUST00886,0,47578,5759,12,457
CUST00887,3,149793,9633,6,1444
CUST00888,3,125318,18599,3,4302
CUST00889,1,71762,27164,10,2398
CUST00890,3,98439,13913,13,977
CUST00891,1,96624,26941,9,2692
CUST00892,1,78076,37384,9,3904
CUST00893,0,64375,7049,21,317
CUST00894,1,85706,26334,6,3570
CUST00895,0,50844,10904,22,479
CUST00896,1,50253,36386,15,2290
CUST00897,0,83323,22074,17,1201
CUST00898,0,47583,10457,12,821
CUST00899,1,56926,28463,18,1511
CUST00900,3,80447,27900,14,1866
CUST00901,3,100635,16978,13,1246
CUST00902,0,49485,4754,19,241
CUST00903,0,33007,12126,16,702
CUST00904,2,160282,52533,15,3283
CUST00905,3,119193,22295,8,2486
CUST00906,0,105494,19486,19,953
CUST00907,2,142790,35175,22,1551
CUST00908,0,52476,6975,19,355
CUST00909,1,72377,24939,13,1761
CUST00910,0,25000,5357,14,346
CUST00911,1,92110,28677,9,2839
CUST00912,0,39840,9597,15,591
CUST00913,0,41134,3000,10,267
CUST00914,2,144394,44750,22,1981
CUST00915,0,55823,7301,19,374
CUST00916,1,126452,41142,11,3463
CUST00917,0,43524,8444,8,938
CUST00918,3,64086,20152,5,3359
CUST00919,0,60857,9412,13,678
CUST00920,0,54379,7155,12,562
CUST00921,0,40017,8205,15,498
CUST00922,1,31214,14385,10,1254
CUST00923,1,69565,30169,11,2525
CUST00924,3,106696,8000,9,785
CUST00925,1,42666,36391,15,2210
CUST00926,3,127174,21876,13,1519
CUST00927,0,49407,5552,15,344
CUST00928,3,77067,15864,10,1437
CUST00929,0,55244,8683,10,795
CUST00930,2,177721,47239,27,1713
CUST00931,0,44371,6799,9,662
CUST00932,3,145041,16811,4,3250
CUST00933,0,45017,7359,13,542
CUST00934,0,67770,7563,14,493
CUST00935,1,77669,27967,13,2052
CUST00936,2,169225,57084,20,2772
CUST00937,3,115297,21218,9,2179
CUST00938,0,30606,3070,19,154
CUST00939,1,61553,36471,21,1689
CUST00940,2,144453,58641,25,2264
CUST00941,2,181325,38943,21,1767
CUST00942,2,168237,45570,20,2164
CUST00943,1,62885,23177,12,1748
CUST00944,1,98355,26550,9,2774
CUST00945,0,66506,12430,11,1034
CUST00946,3,90800,16415,10,1478
CUST00947,0,80327,12422,15,769
CUST00948,2,120673,40161,27,1426
CUST00949,3,128787,11484,8,1270
CUST00950,1,110963,27778,4,5358
CUST00951,0,79202,7694,8,855
CUST00952,2,160562,62022,30,1981
CUST00953,1,76907,22755,14,1536
CUST00954,2,218967,44295,23,1855
CUST00955,1,60229,17325,11,1416
CUST00956,1,70993,30165,11,2593
CUST00957,0,91475,8741,11,716
CUST00958,3,127988,14150,9,1432
CUST00959,1,97028,24949,10,2322
CUST00960,0,69032,9323,14,624
CUST00961,1,88892,39613,16,2358
CUST00962,0,48052,4455,22,194
CUST00963,3,105076,18010,12,1421
CUST00964,0,39198,4585,21,213
CUST00965,0,37879,4086,18,219
CUST00966,3,120179,11057,7,1424
CUST00967,0,63746,4753,16,282
CUST00968,1,40000,37451,6,5221
CUST00969,0,40412,4177,17,232
CUST00970,0,58505,7075,17,401
CUST00971,1,80044,44519,13,3276
CUST00972,3,148433,18434,10,1705
CUST00973,0,44797,9318,15,583
CUST00974,0,66974,22411,14,1501
CUST00975,1,116624,37823,13,2671
CUST00976,0,67632,3000,21,136
CUST00977,3,68974,12058,14,789
CUST00978,0,48287,11502,13,819
CUST00979,0,56080,7880,21,362
CUST00980,0,49713,9810,13,684
CUST00981,0,55811,16891,14,1106
CUST00982,0,55340,5186,10,493
CUST00983,0,47441,13615,10,1225
CUST00984,3,80200,18309,11,1528
CUST00985,1,56645,23119,15,1408
CUST00986,2,107775,37460,32,1133
CUST00987,2,142628,43269,19,2198
CUST00988,0,56226,10008,17,543
CUST00989,3,149516,15458,11,1279
CUST00990,0,39281,7391,15,462
CUST00991,0,54303,7404,21,340
CUST00992,1,88671,28914,13,2042
CUST00993,0,54449,4172,12,310
CUST00994,1,48701,45000,5,7500
CUST00995,1,63089,19680,11,1685
CUST00996,2,129540,46846,28,1641
CUST00997,3,78582,18124,8,2132
CUST00998,1,52498,27410,7,3632
CUST00999,3,160729,11540,8,1313
CUST01000,0,36739,4516,24,181
CUST01001,3,106690,24189,11,1970
CUST01002,1,78651,30510,15,1932
CUST01003,3,70777,16197,11,1386
CUST01004,1,72304,37759,17,2108
CUST01005,3,90337,16690,15,1047
CUST01006,3,90008,17681,9,1696
CUST01007,3,141985,29690,11,2453
CUST01008,1,69075,19553,11,1669
CUST01009,0,54444,4519,17,251
CUST01010,2,134481,45566,23,1872
CUST01011,3,101950,18842,13,1363
CUST01012,0,43598,8475,15,534
CUST01013,1,93718,31998,13,2309
CUST01014,1,88954,24537,10,2149
CUST01015,2,150418,38118,25,1475
CUST01016,2,130481,51982,23,2153
CUST01017,3,149865,25173,8,2782
CUST01018,0,39147,7824,9,780
CUST01019,0,61792,8305,9,794
CUST01020,0,55789,7785,12,580
CUST01021,1,88661,27551,11,2362
CUST01022,3,103230,27474,15,1771
CUST01023,3,142226,10923,15,675
CUST01024,3,100504,17309,11,1387
CUST01025,3,92082,23619,8,2515
CUST01026,0,53499,11019,10,1047
CUST01027,3,110826,23528,10,2177
CUST01028,0,48816,10363,18,554
CUST01029,3,63612,19435,10,1824
CUST01030,3,153283,19057,7,2488
CUST01031,0,43819,7652,18,404
CUST01032,2,196966,42787,30,1403
CUST01033,3,128074,14220,5,2406
CUST01034,3,182130,20524,4,3837
CUST01035,0,66150,7000,18,369
CUST01036,0,36130,7895,10,688
CUST01037,0,46647,4347,8,483
CUST01038,3,131105,19659,12,1528
CUST01039,1,83399,25101,9,2563
CUST01040,3,101308,25164,14,1716
CUST01041,2,138369,43415,16,2602
CUST01042,2,132693,55471,15,3467
CUST01043,0,68914,8199,24,323
CUST01044,3,125786,10865,8,1151
CUST01045,0,39811,5248,14,355
CUST01046,1,71391,20205,10,1889
CUST01047,0,34059,3000,23,124
CUST01048,3,107015,17638,9,1814
CUST01049,0,27002,12110,18,632
CUST01050,3,70000,14694,3,3674
CUST01051,3,141541,15500,9,1618
CUST01052,3,123576,9338,6,1360
CUST01053,3,111840,17588,13,1251
CUST01054,3,145316,16932,6,2409
CUST01055,3,140504,21265,10,1916
CUST01056,3,117848,22990,6,3137
CUST01057,3,130610,24767,6,3425
CUST01058,2,164681,29295,26,1100
CUST01059,3,101360,25780,11,2240
CUST01060,3,85641,21938,8,2561
CUST01061,1,84753,24408,8,2679
CUST01062,1,96460,34766,10,3098
CUST01063,2,133697,28546,21,1300
CUST01064,0,60758,14116,19,712
CUST01065,1,71231,34281,15,2209
CUST01066,3,125608,13965,6,2084
CUST01067,1,91469,31472,12,2379
CUST01068,0,30103,10268,18,553
CUST01069,1,64488,25643,10,2438
CUST01070,2,155943,54818,19,2745
CUST01071,1,85083,30602,10,2904
CUST01072,3,156315,9885,7,1226
CUST01073,1,80946,31883,16,1865
CUST01074,2,96312,41323,20,1990
CUST01075,1,84079,30765,14,2068
CUST01076,0,41163,9014,20,428
CUST01077,0,52210,7351,20,349
CUST01078,0,38381,11773,23,495
CUST01079,0,25000,13940,17,754
CUST01080,0,57528,5115,8,568
CUST01081,3,128467,20324,10,1819
CUST01082,1,65530,20956,9,2007
CUST01083,0,64459,5307,12,397
CUST01084,3,66564,12098,8,1344
CUST01085,2,169282,43615,24,1764
CUST01086,2,157681,61777,19,3131
CUST01087,0,40164,11983,15,748
CUST01088,1,104264,28218,8,3214
CUST01089,3,102194,20692,11,1747
CUST01090,3,105124,31329,15,1941
CUST01091,2,196425,46196,28,1595
CUST01092,0,47566,4709,8,523
CUST01093,0,46239,15979,19,790
CUST01094,2,147025,32032,22,1376
CUST01095,2,183519,27392,31,859
CUST01096,0,55138,3282,14,223
CUST01097,0,82267,6881,13,506
CUST01098,0,38297,8100,19,397
CUST01099,2,174614,49600,27,1789
CUST01100,1,92074,31815,13,2224
CUST01101,0,60283,5772,10,514
CUST01102,3,149668,23772,8,2531
CUST01103,0,54619,11008,8,1223
CUST01104,0,49960,7133,14,468
CUST01105,3,119375,27539,14,1838
CUST01106,0,40033,19732,18,1049
CUST01107,1,97732,37241,7,4913
CUST01108,0,74407,5546,19,276
CUST01109,3,109660,17655,7,2092
CUST01110,0,48321,13526,24,532
CUST01111,0,49679,8317,15,532
CUST01112,1,65591,34900,11,2849
CUST01113,3,90186,20607,15,1304
CUST01114,3,106236,25159,8,2774
CUST01115,0,33694,7229,9,711
CUST01116,0,39582,8089,14,558
CUST01117,2,226803,50388,24,1986
CUST01118,3,121025,32342,10,3051
CUST01119,2,148018,48992,26,1841
CUST01120,1,95276,32511,17,1854
CUST01121,3,120986,17583,5,2900
CUST01122,1,65432,25643,8,3013
CUST01123,3,107455,10156,9,996
CUST01124,3,102133,11759,5,2014
CUST01125,0,53579,8518,12,673
CUST01126,1,81382,34546,9,3452
CUST01127,0,44508,7315,21,339
CUST01128,1,88677,28340,10,2543
CUST01129,0,69880,13229,19,653
CUST01130,0,62027,5496,10,501
CUST01131,0,44934,4421,14,287
CUST01132,0,38509,4882,14,328
CUST01133,1,40000,24813,18,1314
CUST01134,3,96707,22262,13,1594
CUST01135,1,94585,28247,10,2566
CUST01136,3,100439,25282,13,1813
CUST01137,2,139221,60615,26,2235
CUST01138,1,80450,29085,6,4073
CUST01139,3,144445,14409,8,1579
CUST01140,0,43733,9043,20,431
CUST01141,0,43895,4396,13,307
CUST01142,0,51186,8423,8,906
CUST01143,1,70015,22726,7,2831
CUST01144,0,32912,13678,17,753
CUST01145,2,195102,30816,28,1077
CUST01146,0,86376,16643,18,874
CUST01147,0,59980,15698,22,686
CUST01148,1,87177,37856,11,3057
CUST01149,1,73998,20425,5,3195
CUST01150,3,116218,30930,12,2343
CUST01151,0,49434,6954,16,413
CUST01152,0,50864,8003,14,521
CUST01153,3,73297,19406,14,1278
CUST01154,3,98661,25623,14,1737
CUST01155,1,77816,20879,5,3532
CUST01156,3,145588,16249,4,3265
CUST01157,3,93717,15589,8,1677
CUST01158,3,89915,18213,13,1297
CUST01159,1,71550,40434,15,2603
CUST01160,1,87953,25860,12,1938
CUST01161,1,117814,32330,10,3075
CUST01162,3,111522,25041,4,5210
CUST01163,3,110493,20503,10,1862
CUST01164,3,124563,22631,8,2593
CUST01165,3,78636,13449,10,1232
CUST01166,0,49059,7774,11,628
CUST01167,3,102255,18772,6,2644
CUST01168,0,25000,11709,15,717
CUST01169,0,51239,7044,17,392
CUST01170,0,61597,3412,12,273
CUST01171,1,59604,25353,18,1358
CUST01172,0,31035,10312,14,673
CUST01173,0,68052,10693,12,795
CUST01174,0,50820,6631,24,262
CUST01175,3,131454,14101,8,1594
CUST01176,3,118108,8000,10,748
CUST01177,0,37530,4983,14,328
CUST01178,0,61909,4807,8,534
CUST01179,3,164030,16798,9,1713
CUST01180,0,60381,13575,12,1012
CUST01181,1,60103,24540,13,1730
CUST01182,0,45213,13165,19,666
CUST01183,0,50067,6440,15,399
CUST01184,2,171773,44424,20,2091
CUST01185,3,127828,18164,8,1938
CUST01186,0,41740,4781,15,295
CUST01187,3,99888,21333,14,1397
CUST01188,0,44578,3000,21,138
CUST01189,3,87768,23448,11,1928
CUST01190,0,51505,17272,17,967
CUST01191,0,28140,5887,13,422
CUST01192,1,84666,33456,17,1871
CUST01193,3,146434,15248,5,2442
CUST01194,0,54417,8233,10,731
CUST01195,0,66160,6226,15,381
CUST01196,2,131880,58801,30,1889
CUST01197,0,42827,5391,14,356
CUST01198,3,95639,24844,11,2101
CUST01199,3,134344,26611,15,1711
CUST01200,2,205401,47993,25,1818
CUST01201,3,73565,18340,13,1289
CUST01202,0,36033,9275,11,751
CUST01203,1,75948,28600,6,4098
CUST01204,0,56352,9671,8,1030
CUST01205,3,154064,19675,14,1338
CUST01206,0,69879,4992,11,402
CUST01207,0,50330,7081,9,726
CUST01208,3,89784,26541,13,1844
CUST01209,3,116324,21350,6,2860
CUST01210,0,25000,9499,14,643
CUST01211,0,64987,21025,21,975
CUST01212,3,82450,13390,13,964
CUST01213,3,149547,24576,6,3676
CUST01214,0,91117,17590,19,874
CUST01215,0,56643,13509,15,819
CUST01216,3,77816,22431,10,2012
CUST01217,3,132648,30211,12,2395
CUST01218,0,85878,10815,9,1081
CUST01219,2,138857,44374,19,2176
CUST01220,0,50946,5320,15,335
CUST01221,3,82062,25852,14,1696
CUST01222,0,81275,3000,28,104
CUST01223,3,91386,17851,14,1159
CUST01224,3,90313,13482,10,1235
CUST01225,1,84541,38097,9,3802
CUST01226,0,46564,6443,18,344
CUST01227,1,81103,30467,14,2027
CUST01228,1,56221,29234,5,4872
CUST01229,2,155823,50078,22,2212
CUST01230,3,102274,15403,6,2190
CUST01231,3,178001,11761,12,913
CUST01232,1,40000,35161,17,1977
CUST01233,3,89996,25065,14,1646
CUST01234,3,82652,19591,14,1350
CUST01235,1,65894,26391,8,3093
CUST01236,2,148813,54191,22,2315
CUST01237,3,86140,20991,14,1418
CUST01238,2,93128,26522,23,1115
CUST01239,0,66114,8660,18,451
CUST01240,0,50962,5648,10,492
CUST01241,0,56075,8627,12,646
CUST01242,3,101793,15943,3,3986
CUST01243,3,68510,19958,18,1048
CUST01244,0,50468,4255,10,389
CUST01245,2,202568,44017,32,1350
CUST01246,3,130636,17813,8,2018
CUST01247,3,79734,24643,14,1651
CUST01248,3,70000,17397,7,2128
CUST01249,1,88607,31915,9,3268
CUST01250,3,96024,24661,17,1394
CUST01251,0,51867,11034,15,698
CUST01252,3,152582,11521,3,2880
CUST01253,3,132570,23348,11,1954
CUST01254,3,99428,12000,12,947
CUST01255,0,54975,4108,18,215
CUST01256,1,104647,44566,5,7428
CUST01257,0,70971,20587,14,1330
CUST01258,0,32416,6979,8,775
CUST01259,0,44715,3000,13,216
CUST01260,3,140987,12255,9,1182
CUST01261,0,86310,23833,14,1587
CUST01262,3,105352,26359,10,2431
CUST01263,0,70860,12000,19,612
CUST01264,1,77920,29868,14,2002
CUST01265,2,142212,43499,24,1768
CUST01266,3,91331,15584,9,1609
CUST01267,0,58841,9709,9,941
CUST01268,0,33639,3629,10,337
CUST01269,0,42839,8354,11,669
CUST01270,3,110123,20100,5,3350
CUST01271,3,115046,24905,11,2147
CUST01272,1,62908,22360,13,1649
CUST01273,0,55823,10354,13,727
CUST01274,1,65643,21351,11,1854
CUST01275,1,88003,33676,15,2106
CUST01276,1,90709,36024,12,2808
CUST01277,0,28567,7020,17,392
CUST01278,0,82877,7834,8,870
CUST01279,3,89651,29068,9,3017
CUST01280,0,65446,5222,14,359
CUST01281,0,47171,10140,14,673
CUST01282,2,203837,42907,31,1342
CUST01283,1,81542,32395,10,2953
CUST01284,0,39115,3874,19,195
CUST01285,1,40000,28044,10,2491
CUST01286,0,67263,13141,20,631
CUST01287,0,46286,8473,20,395
CUST01288,2,109449,53335,27,1879
CUST01289,0,36828,10081,18,520
CUST01290,1,70267,19477,10,1847
CUST01291,2,218121,65767,24,2599
CUST01292,2,143909,29236,26,1103
CUST01293,0,76409,6425,11,549
CUST01294,3,91257,23362,13,1674
CUST01295,0,49891,7414,8,824
CUST01296,2,158147,44939,23,1857
CUST01297,1,78277,32962,11,2778
CUST01298,2,161316,33968,23,1441
CUST01299,1,41150,24031,9,2424
CUST01300,2,151393,37432,26,1374
CUST01301,3,158255,15254,8,1705
CUST01302,0,83147,16614,8,1825
CUST01303,1,88675,30036,12,2288
CUST01304,3,117978,14858,7,1781
CUST01305,1,65961,31300,19,1578
CUST01306,0,60722,9038,10,817
CUST01307,3,126113,22378,7,2911
CUST01308,3,131664,8575,4,1620
CUST01309,0,69488,8613,10,820
CUST01310,3,79049,20978,11,1712
CUST01311,0,43866,14092,20,662
CUST01312,1,92702,31041,12,2312
CUST01313,0,57696,9079,27,328
CUST01314,0,106324,17361,19,855
CUST01315,1,40000,30404,14,1991
CUST01316,3,81378,12000,17,680
CUST01317,2,139719,46042,22,1998
CUST01318,3,123944,8212,9,809
CUST01319,0,70479,19269,12,1457
CUST01320,2,103301,45489,26,1682
CUST01321,3,108214,15255,13,1083
CUST01322,0,53664,8246,22,365
CUST01323,1,71926,34011,9,3303
CUST01324,2,197324,66650,27,2423
CUST01325,1,80982,21604,5,3601
CUST01326,1,94065,28080,10,2508
CUST01327,2,128870,46223,27,1641
CUST01328,1,71976,32473,16,1870
CUST01329,0,64141,7984,17,453
CUST01330,1,74628,24303,14,1605
CUST01331,1,63134,22003,9,2154
CUST01332,1,78758,23926,14,1563
CUST01333,3,131886,24036,10,2277
CUST01334,0,108113,26817,17,1516
CUST01335,3,75680,13562,5,2260
CUST01336,0,41918,10068,10,938
CUST01337,0,35827,5872,19,289
CUST01338,0,59820,3000,20,142
CUST01339,0,36710,13053,15,823
CUST01340,0,63486,3000,22,130
CUST01341,1,102962,38418,14,2589
CUST01342,3,128042,8000,3,2000
CUST01343,1,73552,20360,9,1951
CUST01344,2,106560,53605,22,2364
CUST01345,1,57919,27621,10,2540
CUST01346,1,110368,28499,8,3083
CUST01347,1,59486,27629,9,2640
CUST01348,0,43649,7906,9,767
CUST01349,3,88013,24616,15,1559
CUST01350,0,57577,18297,17,1026
CUST01351,3,84878,13846,14,913
CUST01352,3,124737,23740,8,2559
CUST01353,2,147767,46920,22,2053
CUST01354,1,77852,42083,20,1963
CUST01355,1,100313,30082,15,1929
CUST01356,0,60188,17057,15,1075
CUST01357,2,192615,39235,29,1308
CUST01358,1,60207,24559,11,2134
CUST01359,1,59505,37399,9,3816
CUST01360,1,78428,24016,15,1504
CUST01361,2,172710,54980,23,2283
CUST01362,0,43375,7867,11,638
CUST01363,0,76271,16319,8,1781
CUST01364,0,32278,3000,15,185
CUST01365,2,138463,30356,21,1359
CUST01366,0,58294,14040,23,587
CUST01367,3,98042,12000,9,1148
CUST01368,0,61163,7012,9,735
CUST01369,1,72133,28890,5,4770
CUST01370,1,67449,27398,23,1144
CUST01371,0,35468,6846,13,487
CUST01372,1,80933,32190,5,5365
CUST01373,1,78713,27315,8,2911
CUST01374,1,64579,31071,15,1963
CUST01375,0,71173,7776,9,802
CUST01376,1,95970,30435,7,3962
CUST01377,1,69340,39484,8,4591
CUST01378,2,133594,67909,23,2782
CUST01379,1,93765,34384,17,1875
CUST01380,3,126912,12916,18,672
CUST01381,1,78677,27077,14,1862
CUST01382,2,148371,30599,29,1022
CUST01383,1,77036,37210,10,3308
CUST01384,0,40337,13323,11,1097
CUST01385,1,58850,29493,8,3400
CUST01386,2,177785,58994,28,2042
CUST01387,0,26416,9460,17,515
CUST01388,0,58497,10180,16,608
CUST01389,0,66213,13536,19,661
CUST01390,1,40000,19554,23,805
CUST01391,1,89151,28623,13,2095
CUST01392,2,100354,54641,22,2378
CUST01393,3,134244,11459,7,1500
CUST01394,3,113952,16998,15,1070
CUST01395,3,83964,15379,12,1144
CUST01396,2,156717,55507,30,1806
CUST01397,2,155897,50578,28,1715
CUST01398,0,76426,21933,13,1533
CUST01399,0,39230,5095,14,344
CUST01400,0,75764,11869,16,712
CUST01401,0,27901,10858,16,643
CUST01402,0,61287,8938,21,406
CUST01403,1,68895,24291,9,2450
CUST01404,3,130607,17699,6,2516
CUST01405,0,33469,4072,17,221
CUST01406,1,72250,26168,15,1634
CUST01407,1,81198,21936,8,2369
CUST01408,0,25234,7327,14,479
CUST01409,0,52177,11002,12,848
CUST01410,3,70429,19966,5,3328
CUST01411,0,51031,13242,12,992
CUST01412,0,105450,13421,19,657
CUST01413,3,146599,21119,4,3987
CUST01414,2,172812,40625,26,1503
CUST01415,2,104234,39714,26,1477
CUST01416,0,37936,7348,12,548
CUST01417,1,71131,35761,11,3080
CUST01418,3,176786,8000,10,700
CUST01419,0,55093,12203,16,722
CUST01420,0,44896,9640,18,519
CUST01421,1,66433,33027,11,2692
CUST01422,1,99814,30998,5,5166
CUST01423,3,79424,14520,12,1133
CUST01424,1,73154,36353,12,2790
CUST01425,1,99108,35795,9,3509
CUST01426,3,109693,12799,10,1165
CUST01427,0,106097,21864,21,1012
CUST01428,3,140869,27937,8,3260
CUST01429,0,70266,12000,14,826
CUST01430,2,206304,34601,19,1710
CUST01431,3,73380,19259,10,1744
CUST01432,0,51994,8410,10,747
CUST01433,1,51835,23421,15,1424
CUST01434,0,69756,15039,10,1331
CUST01435,1,82710,20809,9,2188
CUST01436,3,95747,13925,10,1259
CUST01437,3,72408,21452,15,1321
CUST01438,0,59637,9464,17,526
CUST01439,0,25000,5670,15,352
CUST01440,1,40000,34011,9,3348
CUST01441,0,81592,12000,12,918
CUST01442,0,53603,6340,10,561
CUST01443,3,123525,14461,7,1703
CUST01444,0,25000,7112,17,405
CUST01445,0,32988,8339,11,713
CUST01446,1,54523,34362,19,1752
CUST01447,3,154613,20518,7,2672
CUST01448,1,60223,26285,14,1782
CUST01449,2,120637,25018,34,709
CUST01450,0,65427,14087,11,1135
CUST01451,3,83153,18655,8,2087
CUST01452,0,45272,7686,15,491
CUST01453,1,56563,28366,14,1916
CUST01454,1,86573,24853,14,1609
CUST01455,1,92232,35894,11,2874
CUST01456,0,45963,4954,10,438
CUST01457,3,78260,23113,18,1247
CUST01458,1,47541,21764,16,1250
CUST01459,1,73887,19348,5,3225
CUST01460,1,99903,39903,14,2645
CUST01461,0,75251,8878,16,517
CUST01462,3,118150,29086,11,2513
CUST01463,0,79517,21317,14,1462
CUST01464,3,93759,8000,8,884
CUST01465,0,33593,11104,8,1234
CUST01466,0,49348,12000,14,821
CUST01467,1,89168,32597,14,2154
CUST01468,2,141546,50999,24,2032
CUST01469,0,60892,3771,12,301
CUST01470,3,91424,12000,14,818
CUST01471,0,55358,8263,15,508
CUST01472,2,145330,48958,23,2041
CUST01473,1,70000,26523,4,4965
CUST01474,0,71297,12000,17,653
CUST01475,1,84300,23293,8,2543
CUST01476,1,91395,38834,13,2822
CUST01477,3,108304,15676,5,2613
CUST01478,3,80891,12000,8,1387
CUST01479,0,59755,6560,9,666
CUST01480,0,33052,10129,8,1083
CUST01481,1,59408,32564,8,3821
CUST01482,1,73905,26826,8,2901
CUST01483,0,25000,5864,9,602
CUST01484,1,97899,42474,17,2381
CUST01485,0,79969,8185,16,482
CUST01486,1,74633,23604,14,1598
CUST01487,2,148569,41004,28,1399
CUST01488,0,84760,8302,19,406
CUST01489,0,93713,21297,15,1317
CUST01490,1,70544,25532,7,3067
CUST01491,1,88242,30785,11,2601
CUST01492,0,43532,7571,14,512
