customer_id,city,signup_date,customer_segment,preferred_device
CUST00495,Kolkata,2025-09-19,Regular,Desktop
CUST00496,Pune,2025-10-22,Occassional,Mobile
CUST00497,Bangalore,2025-08-31,Regular,Mobile
CUST00498,Chennai,2025-07-05,Premium,Desktop
CUST00499,Mumbai,2025-09-03,Regular,Mobile
CUST00500,Chennai,2025-05-05,Regular,Desktop
CUST00501,Pune,2025-09-25,Occassional,Desktop
CUST00502,Kolkata,2025-05-11,Premium,Mobile
CUST00503,Kolkata,2025-08-25,Regular,Tablet
CUST00504,Ahmedabad,2025-01-18,Regular,Mobile
CUST00505,Pune,2025-02-09,Regular,Mobile
CUST00506,Mumbai,2025-01-21,Regular,Mobile
CUST00507,Ahmedabad,2025-08-13,Regular,Mobile
CUST00508,Bangalore,2025-12-21,Regular,Desktop
CUST00509,Ahmedabad,2025-10-09,Occassional,Desktop
CUST00510,Delhi,2025-01-08,Regular,Desktop
CUST00511,Mumbai,2025-04-10,Premium,Tablet
CUST00512,Delhi,2025-08-28,Regular,Desktop
CUST00513,Pune,2025-03-28,Occassional,Desktop
CUST00514,Hyderabad,2025-10-25,Regular,Mobile
CUST00515,Delhi,2025-01-14,Regular,Mobile
CUST00516,Bangalore,2025-11-30,Occassional,Mobile
CUST00517,Ahmedabad,2025-01-02,Regular,Desktop
CUST00518,Hyderabad,2025-10-20,Regular,Mobile
CUST00519,Ahmedabad,2025-11-21,Regular,Mobile
CUST00520,Delhi,2025-02-10,Premium,Mobile
CUST00521,Ahmedabad,2025-11-14,Occassional,Mobile
CUST00522,Pune,2025-11-12,Premium,Mobile
CUST00523,Hyderabad,2025-04-21,Premium,Mobile
CUST00524,Pune,2025-01-14,Occassional,Desktop
CUST00525,Delhi,2025-08-19,Regular,Mobile
CUST00526,Pune,2025-03-25,Premium,Desktop
CUST00527,Bangalore,2025-05-10,Premium,Mobile
CUST00528,Delhi,2025-08-19,Premium,Mobile
CUST00529,Delhi,2025-11-22,Regular,Mobile
CUST00530,Delhi,2025-05-25,Regular,Mobile
CUST00531,Mumbai,2025-12-11,Regular,Mobile
CUST00532,Ahmedabad,2025-01-28,Premium,Mobile
CUST00533,Mumbai,2025-03-07,Occassional,Mobile
CUST00534,Mumbai,2025-06-12,Regular,Mobile
CUST00535,Bangalore,2025-08-17,Regular,Mobile
CUST00536,Hyderabad,2025-09-18,Regular,Desktop
CUST00537,Ahmedabad,2025-06-13,Regular,Desktop
CUST00538,Pune,2025-10-28,Regular,Mobile
CUST00539,Kolkata,2025-10-30,Regular,Tablet
CUST00540,Delhi,2025-10-14,Regular,Mobile
CUST00541,Pune,2025-01-10,Occassional,Desktop
CUST00542,Delhi,2025-07-14,Premium,Desktop
CUST00543,Bangalore,2025-04-28,Occassional,Desktop
CUST00544,Delhi,2025-09-27,Premium,Mobile
CUST00545,Mumbai,2025-03-21,Occassional,Mobile
CUST00546,Ahmedabad,2025-04-03,Regular,Mobile
CUST00547,Kolkata,2025-09-23,Occassional,Mobile
CUST00548,Chennai,2025-11-28,Premium,Mobile
CUST00549,Delhi,2025-12-16,Regular,Mobile
CUST00550,Pune,2025-12-27,Regular,Mobile
CUST00551,Mumbai,2025-09-14,Regular,Mobile
CUST00552,Chennai,2025-05-13,Regular,Desktop
CUST00553,Kolkata,2025-10-03,Regular,Desktop
CUST00554,Chennai,2025-09-21,Regular,Tablet
CUST00555,Mumbai,2025-06-20,Regular,Mobile
CUST00556,Ahmedabad,2025-01-01,Regular,Desktop
CUST00557,Ahmedabad,2025-11-09,Premium,Desktop
CUST00558,Hyderabad,2025-03-05,Occassional,Mobile
CUST00559,Ahmedabad,2025-10-11,Regular,Mobile
CUST00560,Hyderabad,2025-05-01,Occassional,Tablet
CUST00561,Chennai,2025-04-17,Regular,Mobile
CUST00562,Bangalore,2025-06-24,Occassional,Mobile
CUST00563,Pune,2025-07-23,Occassional,Mobile
CUST00564,Pune,2025-06-14,Regular,Mobile
CUST00565,Chennai,2025-11-01,Regular,Desktop
CUST00566,Delhi,2025-04-30,Regular,Desktop
CUST00567,Delhi,2025-02-13,Occassional,Mobile
CUST00568,Ahmedabad,2025-11-08,Regular,Mobile
CUST00569,Pune,2025-06-05,Premium,Mobile
CUST00570,Pune,2025-07-26,Regular,Mobile
CUST00571,Hyderabad,2025-04-18,Occassional,Mobile
CUST00572,Bangalore,2025-09-08,Occassional,Desktop
CUST00573,Mumbai,2025-11-30,Occassional,Mobile
CUST00574,Delhi,2025-05-10,Regular,Mobile
CUST00575,Pune,2025-10-20,Regular,Desktop
CUST00576,Hyderabad,2025-01-20,Regular,Mobile
CUST00577,Kolkata,2025-10-09,Regular,Desktop
CUST00578,Hyderabad,2025-10-12,Premium,Desktop
CUST00579,Delhi,2025-01-01,Regular,Desktop
CUST00580,Delhi,2025-04-29,Regular,Mobile
CUST00581,Hyderabad,2025-02-04,Regular,Mobile
CUST00582,Mumbai,2025-07-17,Occassional,Mobile
CUST00583,Chennai,2025-09-02,Regular,Mobile
CUST00584,Delhi,2025-02-28,Occassional,Desktop
CUST00585,Hyderabad,2025-11-21,Regular,Desktop
CUST00586,Pune,2025-06-10,Regular,Desktop
CUST00587,Hyderabad,2025-06-28,Regular,Tablet
CUST00588,Bangalore,2025-07-25,Premium,Desktop
CUST00589,Chennai,2025-01-12,Regular,Mobile
CUST00590,Kolkata,2025-10-03,Regular,Mobile
CUST00591,Mumbai,2025-06-30,Premium,Desktop
CUST00592,Ahmedabad,2025-08-30,Regular,Mobile
CUST00593,Kolkata,2025-08-04,Regular,Mobile
CUST00594,Chennai,2025-09-08,Occassional,Mobile
CUST00595,Chennai,2025-10-26,Occassional,Desktop
CUST00596,Chennai,2025-05-06,Regular,Mobile
CUST00597,Kolkata,2025-08-05,Premium,Desktop
CUST00598,Pune,2025-11-02,Occassional,Desktop
CUST00599,Chennai,2025-10-12,Occassional,Mobile
CUST00600,Hyderabad,2025-07-04,Regular,Mobile
CUST00601,Kolkata,2025-02-08,Occassional,Mobile
CUST00602,Ahmedabad,2025-08-11,Regular,Desktop
CUST00603,Chennai,2025-07-03,Occassional,Desktop
CUST00604,Hyderabad,2025-06-27,Occassional,Desktop
CUST00605,Pune,2025-10-21,Premium,Mobile
CUST00606,Bangalore,2025-12-06,Regular,Mobile
CUST00607,Pune,2025-05-31,Occassional,Mobile
CUST00608,Ahmedabad,2025-05-06,Premium,Desktop
CUST00609,Chennai,2025-10-28,Regular,Mobile
CUST00610,Ahmedabad,2025-11-04,Occassional,Mobile
CUST00611,Kolkata,2025-12-02,Regular,Mobile
CUST00612,Delhi,2025-08-22,Regular,Mobile
CUST00613,Chennai,2025-01-08,Regular,Mobile
CUST00614,Delhi,2025-12-07,Regular,Mobile
CUST00615,Hyderabad,2025-05-09,Regular,Mobile
CUST00616,Bangalore,2025-09-21,Premium,Mobile
CUST00617,Mumbai,2025-06-06,Regular,Desktop
CUST00618,Ahmedabad,2025-12-18,Regular,Desktop
CUST00619,Pune,2025-12-24,Regular,Mobile
CUST00620,Bangalore,2025-01-05,Regular,Desktop
CUST00621,Chennai,2025-03-27,Regular,Mobile
CUST00622,Delhi,2025-06-24,Regular,Mobile
CUST00623,Pune,2025-10-17,Premium,Desktop
CUST00624,Delhi,2025-07-12,Regular,Desktop
CUST00625,Kolkata,2025-11-07,Regular,Desktop
CUST00626,Delhi,2025-04-29,Occassional,Mobile
CUST00627,Kolkata,2025-08-06,Premium,Mobile
CUST00628,Hyderabad,2025-04-24,Regular,Desktop
CUST00629,Pune,2025-05-25,Regular,Mobile
CUST00630,Pune,2025-01-26,Regular,Mobile
CUST00631,Mumbai,2025-05-16,Premium,Desktop
CUST00632,Chennai,2025-10-30,Regular,Desktop
CUST00633,Kolkata,2025-08-20,Regular,Desktop
CUST00634,Mumbai,2025-03-17,Regular,Mobile
CUST00635,Delhi,2025-11-24,Regular,Desktop
CUST00636,Delhi,2025-12-11,Regular,Mobile
CUST00637,Mumbai,2025-10-29,Regular,Mobile
CUST00638,Pune,2025-10-16,Regular,Desktop
CUST00639,Delhi,2025-01-01,Regular,Mobile
CUST00640,Ahmedabad,2025-05-27,Regular,Mobile
CUST00641,Hyderabad,2025-10-14,Regular,Desktop
CUST00642,Hyderabad,2025-05-22,Premium,Mobile
CUST00643,Ahmedabad,2025-02-22,Regular,Mobile
CUST00644,Mumbai,2025-10-31,Premium,Mobile
CUST00645,Ahmedabad,2025-03-10,Regular,Mobile
CUST00646,Kolkata,2025-12-27,Regular,Mobile
CUST00647,Kolkata,2025-03-31,Regular,Desktop
CUST00648,Mumbai,2025-08-08,Occassional,Desktop
CUST00649,Ahmedabad,2025-07-11,Premium,Mobile
CUST00650,Kolkata,2025-03-04,Occassional,Desktop
CUST00651,Pune,2025-03-14,Regular,Mobile
CUST00652,Ahmedabad,2025-06-10,Regular,Mobile
CUST00653,Pune,2025-06-18,Premium,Desktop
CUST00654,Kolkata,2025-03-30,Regular,Mobile
CUST00655,Hyderabad,2025-06-25,Regular,Tablet
CUST00656,Kolkata,2025-09-26,Occassional,Mobile
CUST00657,Pune,2025-03-14,Regular,Desktop
CUST00658,Bangalore,2025-09-02,Occassional,Mobile
CUST00659,Chennai,2025-03-18,Regular,Mobile
CUST00660,Delhi,2025-06-08,Regular,Mobile
CUST00661,Ahmedabad,2025-11-20,Regular,Desktop
CUST00662,Bangalore,2025-04-08,Regular,Mobile
CUST00663,Kolkata,2025-04-12,Regular,Tablet
CUST00664,Hyderabad,2025-05-12,Regular,Mobile
CUST00665,Mumbai,2025-04-12,Regular,Mobile
CUST00666,Kolkata,2025-01-19,Regular,Mobile
CUST00667,Hyderabad,2025-03-23,Regular,Desktop
CUST00668,Chennai,2025-10-06,Occassional,Desktop
CUST00669,Kolkata,2025-12-05,Premium,Mobile
CUST00670,Pune,2025-12-31,Occassional,Desktop
CUST00671,Mumbai,2025-11-27,Occassional,Mobile
CUST00672,Hyderabad,2025-05-09,Occassional,Desktop
CUST00673,Hyderabad,2025-12-10,Regular,Desktop
CUST00674,Hyderabad,2025-11-06,Regular,Mobile
CUST00675,Chennai,2025-03-30,Occassional,Mobile
CUST00676,Kolkata,2025-08-01,Regular,Tablet
CUST00677,Chennai,2025-05-23,Regular,Desktop
CUST00678,Ahmedabad,2025-03-06,Regular,Mobile
CUST00679,Delhi,2025-03-17,Regular,Mobile
CUST00680,Delhi,2025-07-18,Regular,Mobile
CUST00681,Ahmedabad,2025-05-23,Regular,Mobile
CUST00682,Kolkata,2025-11-12,Occassional,Desktop
CUST00683,Pune,2025-04-03,Premium,Desktop
CUST00684,Chennai,2025-11-01,Occassional,Mobile
CUST00685,Mumbai,2025-08-12,Premium,Mobile
CUST00686,Hyderabad,2025-10-18,Regular,Mobile
CUST00687,Hyderabad,2025-04-12,Premium,Mobile
CUST00688,Kolkata,2025-09-24,Premium,Mobile
CUST00689,Pune,2025-12-21,Occassional,Mobile
CUST00690,Delhi,2025-04-20,Regular,Mobile
CUST00691,Delhi,2025-11-26,Regular,Mobile
CUST00692,Hyderabad,2025-09-22,Regular,Mobile
CUST00693,Kolkata,2025-01-03,Regular,Mobile
CUST00694,Chennai,2025-03-26,Regular,Mobile
CUST00695,Delhi,2025-10-09,Regular,Mobile
CUST00696,Chennai,2025-11-24,Regular,Mobile
CUST00697,Pune,2025-10-31,Occassional,Mobile
CUST00698,Delhi,2025-04-27,Regular,Mobile
CUST00699,Delhi,2025-08-09,Regular,Desktop
CUST00700,Bangalore,2025-06-03,Regular,Tablet
CUST00701,Delhi,2025-06-02,Occassional,Desktop
CUST00702,Ahmedabad,2025-01-12,Regular,Mobile
CUST00703,Mumbai,2025-05-13,Regular,Desktop
CUST00704,Ahmedabad,2025-10-31,Regular,Desktop
CUST00705,Kolkata,2025-10-20,Occassional,Mobile
CUST00706,Kolkata,2025-10-27,Regular,Mobile
CUST00707,Chennai,2025-08-16,Occassional,Desktop
CUST00708,Ahmedabad,2025-09-28,Regular,Mobile
CUST00709,Ahmedabad,2025-02-12,Regular,Mobile
CUST00710,Ahmedabad,2025-12-09,Occassional,Desktop
CUST00711,Pune,2025-11-22,Regular,Desktop
CUST00712,Delhi,2025-10-29,Occassional,Mobile
CUST00713,Mumbai,2025-12-30,Occassional,Mobile
CUST00714,Chennai,2025-01-21,Occassional,Mobile
CUST00715,Ahmedabad,2025-04-17,Premium,Desktop
CUST00716,Ahmedabad,2025-12-02,Occassional,Mobile
CUST00717,Bangalore,2025-10-30,Regular,Mobile
CUST00718,Chennai,2025-04-27,Occassional,Desktop
CUST00719,Ahmedabad,2025-05-04,Regular,Mobile
CUST00720,Chennai,2025-10-08,Occassional,Desktop
CUST00721,Delhi,2025-10-19,Regular,Mobile
CUST00722,Bangalore,2025-07-22,Regular,Mobile
CUST00723,Chennai,2025-02-20,Premium,Desktop
CUST00724,Mumbai,2025-09-28,Occassional,Mobile
CUST00725,Mumbai,2025-11-20,Regular,Mobile
CUST00726,Kolkata,2025-10-04,Regular,Mobile
CUST00727,Bangalore,2025-05-21,Occassional,Desktop
CUST00728,Bangalore,2025-10-02,Regular,Tablet
CUST00729,Kolkata,2025-10-17,Regular,Tablet
CUST00730,Chennai,2025-11-30,Regular,Mobile
CUST00731,Bangalore,2025-02-21,Regular,Mobile
CUST00732,Mumbai,2025-01-27,Regular,Mobile
CUST00733,Mumbai,2025-06-06,Premium,Desktop
CUST00734,Ahmedabad,2025-08-27,Regular,Mobile
CUST00735,Delhi,2025-06-05,Regular,Tablet
CUST00736,Bangalore,2025-10-18,Regular,Mobile
CUST00737,Chennai,2025-05-16,Premium,Tablet
CUST00738,Kolkata,2025-05-24,Regular,Desktop
CUST00739,Kolkata,2025-04-16,Occassional,Desktop
CUST00740,Chennai,2025-06-07,Premium,Mobile
CUST00741,Pune,2025-05-26,Regular,Mobile
CUST00742,Hyderabad,2025-01-02,Occassional,Mobile
CUST00743,Delhi,2025-03-18,Occassional,Mobile
CUST00744,Kolkata,2025-05-12,Regular,Mobile
CUST00745,Bangalore,2025-03-31,Regular,Mobile
CUST00746,Delhi,2025-12-11,Occassional,Mobile
CUST00747,Bangalore,2025-12-16,Regular,Desktop
CUST00748,Pune,2025-09-20,Occassional,Desktop
CUST00749,Mumbai,2025-12-17,Premium,Mobile
CUST00750,Delhi,2025-04-18,Occassional,Tablet
CUST00751,Ahmedabad,2025-03-15,Regular,Mobile
CUST00752,Kolkata,2025-02-08,Regular,Mobile
CUST00753,Delhi,2025-06-08,Regular,Mobile
CUST00754,Delhi,2025-03-12,Regular,Desktop
CUST00755,Delhi,2025-11-08,Premium,Mobile
CUST00756,Hyderabad,2025-08-29,Occassional,Mobile
CUST00757,Delhi,2025-10-25,Occassional,Desktop
CUST00758,Bangalore,2025-02-05,Regular,Mobile
CUST00759,Mumbai,2025-03-25,Occassional,Desktop
CUST00760,Pune,2025-09-20,Occassional,Tablet
CUST00761,Chennai,2025-11-06,Regular,Tablet
CUST00762,Delhi,2025-06-21,Regular,Mobile
CUST00763,Kolkata,2025-06-22,Regular,Mobile
CUST00764,Delhi,2025-12-28,Regular,Mobile
CUST00765,Kolkata,2025-02-16,Regular,Mobile
CUST00766,Bangalore,2025-05-21,Occassional,Mobile
CUST00767,Kolkata,2025-04-28,Premium,Mobile
CUST00768,Ahmedabad,2025-10-04,Occassional,Tablet
CUST00769,Chennai,2025-08-02,Regular,Tablet
CUST00770,Mumbai,2025-08-08,Regular,Mobile
CUST00771,Kolkata,2025-01-26,Occassional,Mobile
CUST00772,Kolkata,2025-01-09,Occassional,Mobile
CUST00773,Mumbai,2025-09-28,Regular,Mobile
CUST00774,Chennai,2025-01-10,Regular,Desktop
CUST00775,Delhi,2025-05-01,Regular,Desktop
CUST00776,Kolkata,2025-05-05,Premium,Desktop
CUST00777,Mumbai,2025-06-19,Regular,Desktop
CUST00778,Ahmedabad,2025-03-13,Regular,Mobile
CUST00779,Ahmedabad,2025-06-01,Regular,Desktop
CUST00780,Bangalore,2025-07-27,Regular,Mobile
CUST00781,Mumbai,2025-02-18,Regular,Mobile
CUST00782,Bangalore,2025-06-03,Regular,Mobile
CUST00783,Ahmedabad,2025-12-13,Regular,Mobile
CUST00784,Chennai,2025-10-20,Regular,Mobile
CUST00785,Delhi,2025-03-09,Occassional,Mobile
CUST00786,Mumbai,2025-02-19,Regular,Tablet
CUST00787,Pune,2025-06-01,Occassional,Mobile
CUST00788,Ahmedabad,2025-01-19,Regular,Mobile
CUST00789,Ahmedabad,2025-04-10,Regular,Mobile
CUST00790,Pune,2025-03-01,Regular,Desktop
CUST00791,Hyderabad,2025-06-16,Regular,Mobile
CUST00792,Ahmedabad,2025-07-21,Regular,Tablet
CUST00793,Kolkata,2025-12-11,Occassional,Desktop
CUST00794,Chennai,2025-05-26,Premium,Mobile
CUST00795,Mumbai,2025-06-13,Regular,Desktop
CUST00796,Pune,2025-08-30,Regular,Mobile
CUST00797,Kolkata,2025-03-10,Premium,Mobile
CUST00798,Pune,2025-06-24,Regular,Desktop
CUST00799,Mumbai,2025-02-18,Regular,Mobile
CUST00800,Bangalore,2025-04-18,Regular,Mobile
CUST00801,Mumbai,2025-08-14,Regular,Mobile
CUST00802,Hyderabad,2025-06-10,Regular,Mobile
CUST00803,Mumbai,2025-04-29,Regular,Tablet
CUST00804,Mumbai,2025-05-29,Regular,Mobile
CUST00805,Hyderabad,2025-05-30,Regular,Desktop
CUST00806,Chennai,2025-10-20,Occassional,Mobile
CUST00807,Ahmedabad,2025-05-23,Regular,Desktop
CUST00808,Mumbai,2025-06-09,Occassional,Mobile
CUST00809,Hyderabad,2025-01-11,Occassional,Mobile
CUST00810,Kolkata,2025-05-18,Regular,Desktop
CUST00811,Bangalore,2025-03-19,Regular,Mobile
CUST00812,Bangalore,2025-03-18,Occassional,Mobile
CUST00813,Mumbai,2025-09-11,Regular,Mobile
CUST00814,Chennai,2025-09-15,Regular,Desktop
CUST00815,Chennai,2025-11-16,Regular,Mobile
CUST00816,Kolkata,2025-10-18,Regular,Tablet
CUST00817,Mumbai,2025-09-20,Premium,Mobile
CUST00818,Bangalore,2025-03-26,Occassional,Mobile
CUST00819,Chennai,2025-05-26,Regular,Desktop
CUST00820,Mumbai,2025-11-19,Regular,Desktop
CUST00821,Pune,2025-02-11,Occassional,Desktop
CUST00822,Chennai,2025-05-05,Regular,Tablet
CUST00823,Hyderabad,2025-06-16,Occassional,Mobile
CUST00824,Pune,2025-08-29,Regular,Mobile
CUST00825,Ahmedabad,2025-10-07,Premium,Mobile
CUST00826,Chennai,2025-07-07,Occassional,Desktop
CUST00827,Bangalore,2025-10-29,Regular,Desktop
CUST00828,Delhi,2025-01-19,Occassional,Mobile
CUST00829,Pune,2025-03-09,Occassional,Mobile
CUST00830,Ahmedabad,2025-08-06,Occassional,Mobile
CUST00831,Kolkata,2025-04-12,Regular,Desktop
CUST00832,Kolkata,2025-02-11,Occassional,Mobile
CUST00833,Bangalore,2025-10-15,Regular,Mobile
CUST00834,Chennai,2025-06-16,Regular,Mobile
CUST00835,Mumbai,2025-04-19,Occassional,Desktop
CUST00836,Chennai,2025-02-05,Regular,Desktop
CUST00837,Bangalore,2025-08-20,Regular,Desktop
CUST00838,Kolkata,2025-08-17,Occassional,Mobile
CUST00839,Chennai,2025-12-19,Regular,Mobile
CUST00840,Kolkata,2025-06-13,Regular,Desktop
CUST00841,Pune,2025-03-14,Occassional,Tablet
CUST00842,Ahmedabad,2025-05-16,Regular,Mobile
CUST00843,Mumbai,2025-12-19,Occassional,Mobile
CUST00844,Pune,2025-03-11,Regular,Mobile
CUST00845,Kolkata,2025-07-15,Premium,Mobile
CUST00846,Kolkata,2025-09-26,Regular,Desktop
CUST00847,Delhi,2025-02-18,Regular,Mobile
CUST00848,Delhi,2025-11-12,Regular,Mobile
CUST00849,Pune,2025-05-10,Occassional,Mobile
CUST00850,Hyderabad,2025-01-05,Regular,Mobile
CUST00851,Pune,2025-01-27,Regular,Mobile
CUST00852,Delhi,2025-06-09,Premium,Mobile
CUST00853,Kolkata,2025-05-29,Regular,Mobile
CUST00854,Bangalore,2025-09-21,Regular,Desktop
CUST00855,Pune,2025-08-18,Premium,Mobile
CUST00856,Kolkata,2025-07-19,Regular,Mobile
CUST00857,Bangalore,2025-02-19,Regular,Tablet
CUST00858,Bangalore,2025-03-08,Premium,Desktop
CUST00859,Delhi,2025-10-27,Regular,Desktop
CUST00860,Pune,2025-02-27,Regular,Mobile
CUST00861,Chennai,2025-09-16,Regular,Mobile
CUST00862,Mumbai,2025-12-08,Occassional,Mobile
CUST00863,Delhi,2025-11-22,Regular,Mobile
CUST00864,Delhi,2025-05-10,Occassional,Mobile
CUST00865,Chennai,2025-08-03,Regular,Tablet
CUST00866,Mumbai,2025-06-21,Regular,Mobile
CUST00867,Kolkata,2025-09-15,Occassional,Mobile
CUST00868,Hyderabad,2025-04-12,Regular,Mobile
CUST00869,Pune,2025-07-28,Occassional,Mobile
CUST00870,Hyderabad,2025-10-18,Premium,Desktop
CUST00871,Kolkata,2025-12-20,Regular,Mobile
CUST00872,Ahmedabad,2025-10-13,Premium,Desktop
CUST00873,Delhi,2025-04-26,Regular,Tablet
CUST00874,Mumbai,2025-09-21,Regular,Mobile
CUST00875,Delhi,2025-05-30,Regular,Mobile
CUST00876,Bangalore,2025-10-27,Regular,Tablet
CUST00877,Delhi,2025-02-05,Regular,Desktop
CUST00878,Delhi,2025-11-29,Premium,Mobile
CUST00879,Kolkata,2025-10-14,Regular,Tablet
CUST00880,Kolkata,2025-10-30,Occassional,Mobile
CUST00881,Kolkata,2025-11-07,Regular,Tablet
CUST00882,Hyderabad,2025-07-27,Occassional,Mobile
CUST00883,Bangalore,2025-04-16,Occassional,Mobile
CUST00884,Ahmedabad,2025-06-07,Regular,Desktop
CUST00885,Ahmedabad,2025-05-01,Regular,Mobile
CUST00886,Kolkata,2025-02-24,Premium,Mobile
CUST00887,Mumbai,2025-01-12,Premium,Mobile
CUST00888,Hyderabad,2025-05-25,Premium,Tablet
CUST00889,Chennai,2025-05-16,Regular,Desktop
CUST00890,Mumbai,2025-01-03,Regular,Desktop
CUST00891,Pune,2025-05-24,Regular,Mobile
CUST00892,Pune,2025-01-30,Regular,Desktop
CUST00893,Mumbai,2025-08-25,Regular,Mobile
CUST00894,Kolkata,2025-10-06,Regular,Mobile
CUST00895,Chennai,2025-12-14,Occassional,Desktop
CUST00896,Chennai,2025-04-25,Premium,Mobile
CUST00897,Hyderabad,2025-04-14,Regular,Mobile
CUST00898,Chennai,2025-04-28,Regular,Mobile
CUST00899,Pune,2025-01-05,Regular,Mobile
CUST00900,Bangalore,2025-12-26,Regular,Desktop
CUST00901,Kolkata,2025-09-05,Regular,Mobile
CUST00902,Chennai,2025-12-30,Regular,Desktop
CUST00903,Hyderabad,2025-11-17,Regular,Mobile
CUST00904,Pune,2025-05-01,Regular,Mobile
CUST00905,Bangalore,2025-10-13,Regular,Mobile
CUST00906,Delhi,2025-05-29,Regular,Desktop
CUST00907,Delhi,2025-03-25,Occassional,Desktop
CUST00908,Bangalore,2025-08-19,Occassional,Tablet
CUST00909,Pune,2025-10-15,Regular,Desktop
CUST00910,Hyderabad,2025-06-10,Occassional,Mobile
CUST00911,Bangalore,2025-09-29,Regular,Desktop
CUST00912,Kolkata,2025-02-07,Regular,Tablet
CUST00913,Kolkata,2025-08-14,Regular,Desktop
CUST00914,Delhi,2025-05-22,Regular,Mobile
CUST00915,Chennai,2025-10-19,Regular,Mobile
CUST00916,Hyderabad,2025-05-31,Regular,Desktop
CUST00917,Delhi,2025-04-24,Regular,Desktop
CUST00918,Chennai,2025-08-25,Occassional,Mobile
CUST00919,Chennai,2025-03-07,Occassional,Desktop
CUST00920,Ahmedabad,2025-12-27,Regular,Tablet
CUST00921,Kolkata,2025-12-07,Regular,Mobile
CUST00922,Pune,2025-09-15,Regular,Desktop
CUST00923,Mumbai,2025-09-06,Regular,Mobile
CUST00924,Pune,2025-11-27,Premium,Mobile
CUST00925,Mumbai,2025-11-19,Regular,Mobile
CUST00926,Bangalore,2025-06-29,Regular,Mobile
CUST00927,Kolkata,2025-07-09,Occassional,Desktop
CUST00928,Chennai,2025-06-03,Regular,Mobile
CUST00929,Hyderabad,2025-07-15,Regular,Mobile
CUST00930,Mumbai,2025-11-07,Regular,Mobile
CUST00931,Pune,2025-09-19,Regular,Mobile
CUST00932,Chennai,2025-05-23,Regular,Mobile
CUST00933,Mumbai,2025-12-08,Regular,Desktop
CUST00934,Mumbai,2025-11-12,Regular,Mobile
CUST00935,Ahmedabad,2025-04-11,Occassional,Desktop
CUST00936,Mumbai,2025-09-01,Regular,Desktop
CUST00937,Hyderabad,2025-01-12,Regular,Mobile
CUST00938,Kolkata,2025-08-27,Regular,Desktop
CUST00939,Hyderabad,2025-02-18,Occassional,Mobile
CUST00940,Delhi,2025-02-11,Premium,Mobile
CUST00941,Chennai,2025-06-15,Occassional,Mobile
CUST00942,Kolkata,2025-03-23,Occassional,Mobile
CUST00943,Ahmedabad,2025-10-18,Regular,Mobile
CUST00944,Kolkata,2025-06-07,Occassional,Desktop
CUST00945,Kolkata,2025-08-04,Occassional,Mobile
CUST00946,Pune,2025-06-07,Occassional,Desktop
CUST00947,Kolkata,2025-05-14,Regular,Mobile
CUST00948,Ahmedabad,2025-03-08,Regular,Desktop
CUST00949,Hyderabad,2025-12-02,Regular,Mobile
CUST00950,Kolkata,2025-01-07,Regular,Mobile
CUST00951,Bangalore,2025-01-14,Regular,Mobile
CUST00952,Chennai,2025-03-14,Regular,Mobile
CUST00953,Kolkata,2025-06-12,Occassional,Mobile
CUST00954,Chennai,2025-03-07,Occassional,Desktop
CUST00955,Bangalore,2025-12-13,Regular,Mobile
CUST00956,Bangalore,2025-05-10,Occassional,Desktop
CUST00957,Chennai,2025-07-25,Occassional,Desktop
CUST00958,Mumbai,2025-10-03,Regular,Desktop
CUST00959,Delhi,2025-09-13,Regular,Mobile
CUST00960,Pune,2025-09-23,Regular,Mobile
CUST00961,Mumbai,2025-01-25,Regular,Tablet
CUST00962,Mumbai,2025-10-08,Regular,Desktop
CUST00963,Hyderabad,2025-09-10,Regular,Mobile
CUST00964,Pune,2025-11-06,Premium,Mobile
CUST00965,Pune,2025-10-16,Regular,Mobile
CUST00966,Mumbai,2025-06-13,Occassional,Mobile
CUST00967,Kolkata,2025-04-05,Regular,Desktop
CUST00968,Hyderabad,2025-09-27,Occassional,Mobile
CUST00969,Hyderabad,2025-11-17,Occassional,Mobile
CUST00970,Bangalore,2025-04-20,Occassional,Mobile
CUST00971,Ahmedabad,2025-12-02,Occassional,Mobile
CUST00972,Pune,2025-11-06,Occassional,Desktop
CUST00973,Mumbai,2025-08-26,Regular,Desktop
CUST00974,Bangalore,2025-01-25,Premium,Mobile
CUST00975,Chennai,2025-05-21,Regular,Desktop
CUST00976,Delhi,2025-04-27,Regular,Mobile
CUST00977,Ahmedabad,2025-01-25,Regular,Mobile
CUST00978,Ahmedabad,2025-03-20,Regular,Mobile
CUST00979,Ahmedabad,2025-03-09,Occassional,Mobile
CUST00980,Hyderabad,2025-06-22,Occassional,Mobile
CUST00981,Chennai,2025-01-12,Occassional,Mobile
CUST00982,Ahmedabad,2025-10-15,Regular,Desktop
CUST00983,Chennai,2025-05-08,Premium,Mobile
CUST00984,Kolkata,2025-04-06,Premium,Desktop
CUST00985,Ahmedabad,2025-04-02,Regular,Mobile
CUST00986,Delhi,2025-05-21,Premium,Tablet
CUST00987,Chennai,2025-01-31,Premium,Desktop
CUST00988,Chennai,2025-11-30,Occassional,Mobile
CUST00989,Delhi,2025-01-20,Regular,Desktop
CUST00990,Ahmedabad,2025-05-26,Regular,Mobile
CUST00991,Delhi,2025-11-12,Premium,Desktop
